Tiny_run1,769.8962261676788,73.54313313534509
Tiny_run2,660.2635171413422,200.7471675490738
Tiny_run3,853.0357375144958,206.1370725347925
Tiny_run4,757.4571206569672,211.03603756896234
Tiny_run5,891.7169642448425,160.86853702219503
Deep_run1,737.4981248378754,249.85017696434608
Deep_run2,762.7810847759247,200.0869929436201
Deep_run3,750.4791564941406,237.26992279912662
Deep_run4,781.9850561618805,259.3980788662946
Deep_run5,737.1134197711945,241.26794251345788
Wide_run1,625.0306510925293,232.92132872920482
Wide_run2,662.780216217041,257.05707784369173
Wide_run3,652.637243270874,254.8888330062763
Wide_run4,647.7266943454742,261.79880975881997
Wide_run5,698.0735864639282,246.08341921523206
Base_run1,687.6801469326019,217.42859979179357
Base_run2,751.9364993572235,210.6658474814538
Base_run3,655.1900038719177,255.55313090119515
Base_run4,849.9101898670197,231.47940400281425
Base_run5,707.2535228729248,242.74672158566085
